# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 10 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-5157
# Timestamp: Thu, 30-May-2019 20:40:45
Gene ID	Gene Name	'biomass' vs 'control' at '1 hour' .foldChange	'biomass' vs 'control' at '1 hour'.pValue	'biomass' vs 'control' at '16 hour' .foldChange	'biomass' vs 'control' at '16 hour'.pValue	'biomass' vs 'control' at '20 hour' .foldChange	'biomass' vs 'control' at '20 hour'.pValue	'biomass' vs 'control' at '4 hour' .foldChange	'biomass' vs 'control' at '4 hour'.pValue	'biomass' vs 'control' at '8 hour' .foldChange	'biomass' vs 'control' at '8 hour'.pValue	'diesel' vs 'control' at '1 hour' .foldChange	'diesel' vs 'control' at '1 hour'.pValue	'diesel' vs 'control' at '16 hour' .foldChange	'diesel' vs 'control' at '16 hour'.pValue	'diesel' vs 'control' at '20 hour' .foldChange	'diesel' vs 'control' at '20 hour'.pValue	'diesel' vs 'control' at '4 hour' .foldChange	'diesel' vs 'control' at '4 hour'.pValue	'diesel' vs 'control' at '8 hour' .foldChange	'diesel' vs 'control' at '8 hour'.pValue
ENSG00000140694	PARN					0.1	0.999975865166861	-0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391							-0.1	0.999991842764457
ENSG00000140718	FTO					0.1	0.999975865166861	-0.2	0.996465604932035							0.1	0.999993864973088				
ENSG00000140740	UQCRC2			-0.1	0.999516510215591							-0.1	0.999963861920391			-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000140743	AC092338.1			-0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035	-0.2	0.999988430414761			-0.1	0.999999971785988	-0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000140749	IGSF6																	-0.1	0.99993743598835		
ENSG00000140750	ARHGAP17			-0.1	0.999516510215591	-0.1	0.999975865166861			-0.1	0.999988430414761	-0.1	0.999963861920391			-0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000140795	MYLK3			0.1	0.999516510215591																
ENSG00000140807	NKD1			-0.2	0.999516510215591	0.1	0.999975865166861														
ENSG00000140829	DHX38							0.2	0.996465604932035			-0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000140830	TXNL4B									-0.1	0.999988430414761			-0.1	0.999999971785988						
ENSG00000140832	MARVELD3			-0.3	0.999516510215591			0.1	0.996465604932035					-0.1	0.999999971785988	0.1	0.999993864973088				
ENSG00000140836	ZFHX3	-0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035							0.1	0.999993864973088	-0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000140848	CPNE2					0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761					0.2	0.999993864973088	-0.1	0.99993743598835	0.2	0.999991842764457
ENSG00000140853	NLRC5	0.1	0.999973754074131			0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761					0.3	0.999993864973088	-0.1	0.99993743598835	0.3	0.999991842764457
ENSG00000140854	KATNB1	-0.1	0.999973754074131	-0.2	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000140859	KIFC3	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035									-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000140876	NUDT7			0.4	0.999516510215591			-0.1	0.996465604932035					0.1	0.999999971785988	-0.1	0.999993864973088				
ENSG00000140905	GCSH	0.1	0.999973754074131	0.1	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035			0.1	0.999963861920391							-0.1	0.999991842764457
ENSG00000140931	CMTM3			-0.2	0.999516510215591			0.2	0.996465604932035							0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000140937	CDH11			-0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035	-0.1	0.999988430414761			-0.1	0.999999971785988			-0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000140939	AC074143.1	0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761			0.1	0.999999971785988			0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000140941	MAP1LC3B			-0.1	0.999516510215591			-0.1	0.996465604932035	-0.1	0.999988430414761							0.1	0.99993743598835		
ENSG00000140943	MBTPS1															0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000140945	CDH13			-0.1	0.999516510215591	-0.1	0.999975865166861			-0.1	0.999988430414761			-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000140948	ZCCHC14	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035	-0.1	0.999988430414761	0.1	0.999963861920391					-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000140950	MEAK7					0.1	0.999975865166861	-0.1	0.996465604932035			0.1	0.999963861920391	0.1	0.999999971785988	0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000140961	OSGIN1	-0.1	0.999973754074131	-0.1	0.999516510215591			0.2	0.996465604932035	-0.1	0.999988430414761	0.1	0.999963861920391	0.2	0.999999971785988	0.3	0.999993864973088	0.1	0.99993743598835	0.2	0.999991842764457
ENSG00000140968	IRF8			0.1	0.999516510215591															0.1	0.999991842764457
ENSG00000140983	RHOT2	-0.2	0.999973754074131	-0.2	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035	-0.2	0.999988430414761			0.1	0.999999971785988	0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000140987	ZSCAN32											-0.1	0.999963861920391					0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000140988	RPS2	-0.1	0.999973754074131	-0.4	0.999516510215591	-0.2	0.999975865166861	0.3	0.996465604932035					-0.1	0.999999971785988					0.1	0.999991842764457
ENSG00000140990	NDUFB10	-0.1	0.999973754074131	-0.3	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035	-0.2	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000140992	PDPK1	-0.1	0.999973754074131	-0.1	0.999516510215591			-0.1	0.996465604932035	-0.2	0.999988430414761			-0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000140993	TIGD7	0.1	0.999973754074131	0.2	0.999516510215591					0.1	0.999988430414761	0.1	0.999963861920391	0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000140995	DEF8	-0.2	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035					0.1	0.999999971785988	0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141002	TCF25	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391							0.1	0.999991842764457
ENSG00000141012	GALNS			-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141013	GAS8	0.2	0.999973754074131			-0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761									0.2	0.999991842764457
ENSG00000141026	MED9			-0.3	0.999516510215591									-0.1	0.999999971785988			-0.1	0.99993743598835		
ENSG00000141027	NCOR1							-0.1	0.996465604932035											-0.1	0.999991842764457
ENSG00000141030	COPS3			-0.1	0.999516510215591			-0.1	0.996465604932035					-0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141034	GID4	-0.1	0.999973754074131	-0.2	0.999516510215591					-0.1	0.999988430414761	-0.1	0.999963861920391					-0.1	0.99993743598835		
ENSG00000141040	ZNF287			0.1	0.999516510215591			-0.2	0.996465604932035					-0.1	0.999999971785988			-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141068	KSR1	-0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861					0.1	0.999963861920391	0.2	0.999999971785988	0.2	0.999993864973088	0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141076	UTP4							-0.1	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141084	RANBP10					0.1	0.999975865166861	0.1	0.996465604932035			-0.1	0.999963861920391					-0.1	0.99993743598835		
ENSG00000141098	GFOD2	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141101	NOB1	-0.1	0.999973754074131					0.1	0.996465604932035			-0.1	0.999963861920391	0.1	0.999999971785988	0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000141127	PRPSAP2					-0.1	0.999975865166861			0.1	0.999988430414761	0.1	0.999963861920391	-0.1	0.999999971785988	-0.3	0.999993864973088			0.1	0.999991842764457
ENSG00000141179	PCTP	0.1	0.999973754074131					-0.1	0.996465604932035					0.1	0.999999971785988					0.1	0.999991842764457
ENSG00000141198	TOM1L1	0.1	0.999973754074131	0.2	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035			0.1	0.999963861920391	0.1	0.999999971785988	-0.1	0.999993864973088	0.2	0.99993743598835		
ENSG00000141219	C17orf80			0.1	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761	-0.1	0.999963861920391			-0.1	0.999993864973088				
ENSG00000141232	TOB1	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	-0.1	0.996465604932035	-0.1	0.999988430414761	-0.2	0.999963861920391	-0.1	0.999999971785988	-0.2	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000141252	VPS53					0.1	0.999975865166861			-0.1	0.999988430414761	-0.1	0.999963861920391					-0.1	0.99993743598835		
ENSG00000141258	SGSM2	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.5	0.996465604932035	-0.2	0.999988430414761	-0.1	0.999963861920391			0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000141279	NPEPPS			0.1	0.999516510215591	0.2	0.999975865166861	-0.1	0.996465604932035					0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000141294	LRRC46									0.1	0.999988430414761									0.1	0.999991842764457
ENSG00000141295	SCRN2	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035					0.1	0.999999971785988					0.1	0.999991842764457
ENSG00000141298	SSH2							-0.2	0.996465604932035					-0.2	0.999999971785988	-0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000141314	RHBDL3																			0.1	0.999991842764457
ENSG00000141337	ARSG			0.1	0.999516510215591			-0.1	0.996465604932035	-0.1	0.999988430414761									0.1	0.999991842764457
ENSG00000141338	ABCA8	0.1	0.999973754074131	0.1	0.999516510215591			-0.2	0.996465604932035									-0.1	0.99993743598835		
ENSG00000141349	G6PC3	-0.1	0.999973754074131			-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761			0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141367	CLTC	0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035											-0.1	0.999991842764457
ENSG00000141376	BCAS3					0.1	0.999975865166861	-0.1	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000141378	PTRH2			0.1	0.999516510215591	0.2	0.999975865166861			0.1	0.999988430414761					-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141380	SS18			0.1	0.999516510215591			-0.1	0.996465604932035							-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141384	TAF4B	-0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035			0.1	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141385	AFG3L2					0.1	0.999975865166861	-0.1	0.996465604932035											-0.1	0.999991842764457
ENSG00000141391	PRELID3A	-0.3	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.2	0.999963861920391	0.1	0.999999971785988			-0.1	0.99993743598835		
ENSG00000141401	IMPA2			-0.2	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088				
ENSG00000141404	GNAL			0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761							-0.1	0.99993743598835		
ENSG00000141424	SLC39A6					0.1	0.999975865166861	-0.2	0.996465604932035												
ENSG00000141425	RPRD1A	0.1	0.999973754074131	0.1	0.999516510215591			-0.2	0.996465604932035			0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088			-0.1	0.999991842764457
ENSG00000141428	C18orf21	0.1	0.999973754074131	0.1	0.999516510215591			-0.1	0.996465604932035	-0.2	0.999988430414761	0.1	0.999963861920391			-0.1	0.999993864973088	0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000141429	GALNT1	0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035			0.1	0.999963861920391			-0.1	0.999993864973088				
ENSG00000141441	GAREM1			0.2	0.999516510215591			-0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391	0.3	0.999999971785988	0.1	0.999993864973088				
ENSG00000141446	ESCO1	0.1	0.999973754074131	0.2	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035	0.2	0.999988430414761			0.1	0.999999971785988	-0.1	0.999993864973088				
ENSG00000141447	OSBPL1A					0.1	0.999975865166861	-0.2	0.996465604932035	0.1	0.999988430414761							0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000141448	GATA6			-0.2	0.999516510215591			-0.1	0.996465604932035			0.1	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088				
ENSG00000141449	GREB1L	0.1	0.999973754074131			0.1	0.999975865166861	-0.1	0.996465604932035					-0.1	0.999999971785988	0.2	0.999993864973088			-0.1	0.999991842764457
ENSG00000141452	RMC1			-0.2	0.999516510215591					-0.1	0.999988430414761					0.1	0.999993864973088	0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141456	PELP1			-0.1	0.999516510215591			0.2	0.996465604932035	-0.1	0.999988430414761			0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141458	NPC1	-0.1	0.999973754074131			0.1	0.999975865166861									0.2	0.999993864973088	0.1	0.99993743598835		
ENSG00000141469	SLC14A1											-0.1	0.999963861920391								
ENSG00000141480	ARRB2			0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088			-0.1	0.999991842764457
ENSG00000141485	SLC13A5							0.1	0.996465604932035												
ENSG00000141497	ZMYND15			0.1	0.999516510215591	0.1	0.999975865166861							0.1	0.999999971785988						
ENSG00000141499	WRAP53					0.1	0.999975865166861	0.1	0.996465604932035							0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141503	MINK1			-0.1	0.999516510215591			0.2	0.996465604932035	-0.1	0.999988430414761			0.1	0.999999971785988	0.2	0.999993864973088				
ENSG00000141504	SAT2	0.1	0.999973754074131									-0.1	0.999963861920391	0.2	0.999999971785988	-0.1	0.999993864973088				
ENSG00000141510	TP53					0.1	0.999975865166861			-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000141519	CCDC40							-0.1	0.996465604932035							0.1	0.999993864973088				
ENSG00000141522	ARHGDIA	-0.1	0.999973754074131	-0.1	0.999516510215591			0.3	0.996465604932035	-0.1	0.999988430414761					0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141524	TMC6	-0.1	0.999973754074131	-0.3	0.999516510215591			0.2	0.996465604932035			-0.1	0.999963861920391			0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141526	SLC16A3			-0.1	0.999516510215591			0.1	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141527	CARD14			-0.2	0.999516510215591			0.1	0.996465604932035					-0.1	0.999999971785988						
ENSG00000141540	TTYH2	-0.1	0.999973754074131			0.1	0.999975865166861														
ENSG00000141542	RAB40B			-0.1	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035							0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141543	EIF4A3			-0.1	0.999516510215591			0.1	0.996465604932035			-0.1	0.999963861920391							0.1	0.999991842764457
ENSG00000141551	CSNK1D	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761					0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000141552	ANAPC11	-0.2	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.5	0.996465604932035	-0.1	0.999988430414761	-0.2	0.999963861920391	-0.2	0.999999971785988	0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141556	TBCD			-0.1	0.999516510215591			0.2	0.996465604932035							0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141560	FN3KRP			-0.1	0.999516510215591			0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391	-0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141562	NARF					0.1	0.999975865166861	0.2	0.996465604932035	0.1	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141564	RPTOR	-0.2	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988	0.3	0.999993864973088			0.1	0.999991842764457
ENSG00000141568	FOXK2	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.2	0.999975865166861			-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141569	TRIM65			-0.1	0.999516510215591			0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141570	CBX8			-0.2	0.999516510215591	-0.1	0.999975865166861	0.4	0.996465604932035					-0.1	0.999999971785988	-0.1	0.999993864973088				
ENSG00000141574	SECTM1			0.1	0.999516510215591	0.2	0.999975865166861	0.4	0.996465604932035			0.1	0.999963861920391	0.4	0.999999971785988	0.9	1.8318975896524E-5	0.3	0.99993743598835	0.9	7.32436094425786E-6
ENSG00000141576	RNF157			-0.2	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035					-0.1	0.999999971785988						
ENSG00000141577	CEP131	-0.2	0.999973754074131	-0.3	0.999516510215591	-0.2	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141579	ZNF750			-0.1	0.999516510215591			-0.1	0.996465604932035												
ENSG00000141580	WDR45B	-0.2	0.999973754074131	-0.2	0.999516510215591	-0.2	0.999975865166861	0.1	0.996465604932035	-0.2	0.999988430414761			-0.1	0.999999971785988						
ENSG00000141582	CBX4	-0.2	0.999973754074131	-0.3	0.999516510215591	-0.3	0.999975865166861	0.2	0.996465604932035	-0.2	0.999988430414761					0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141622	RNF165			-0.1	0.999516510215591			-0.1	0.996465604932035	-0.1	0.999988430414761			-0.1	0.999999971785988			-0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000141627	DYM			-0.1	0.999516510215591			-0.2	0.996465604932035											-0.1	0.999991842764457
ENSG00000141639	MAPK4					0.1	0.999975865166861														
ENSG00000141642	ELAC1			0.1	0.999516510215591	0.1	0.999975865166861	-0.1	0.996465604932035	0.1	0.999988430414761			-0.1	0.999999971785988					0.1	0.999991842764457
ENSG00000141644	MBD1					-0.1	0.999975865166861	0.2	0.996465604932035					0.1	0.999999971785988	0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141646	SMAD4			0.1	0.999516510215591			-0.2	0.996465604932035					0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000141655	TNFRSF11A			-0.3	0.999516510215591					-0.1	0.999988430414761			-0.1	0.999999971785988			0.2	0.99993743598835		
ENSG00000141664	ZCCHC2							-0.1	0.996465604932035							0.2	0.999993864973088	0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141665	FBXO15							0.1	0.996465604932035												
ENSG00000141682	PMAIP1	0.1	0.999973754074131					-0.1	0.996465604932035			0.1	0.999963861920391	-0.1	0.999999971785988	-0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141696	P3H4			-0.2	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000141698	NT5C3B	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035			-0.1	0.999963861920391			0.1	0.999993864973088			0.2	0.999991842764457
ENSG00000141699	RETREG3			0.1	0.999516510215591	0.1	0.999975865166861							0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141736	ERBB2			-0.1	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141738	GRB7	-0.1	0.999973754074131			0.1	0.999975865166861									0.1	0.999993864973088	-0.2	0.99993743598835	-0.1	0.999991842764457
ENSG00000141741	MIEN1	-0.1	0.999973754074131	-0.2	0.999516510215591			0.2	0.996465604932035	-0.1	0.999988430414761			-0.1	0.999999971785988	0.1	0.999993864973088	0.1	0.99993743598835		
ENSG00000141753	IGFBP4	-0.1	0.999973754074131			0.2	0.999975865166861	0.1	0.996465604932035					0.2	0.999999971785988	0.6	0.0849523167854049	0.1	0.99993743598835	0.3	0.999991842764457
ENSG00000141756	FKBP10	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141759	TXNL4A	-0.2	0.999973754074131	-0.3	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761					-0.1	0.999993864973088			0.1	0.999991842764457
ENSG00000141858	SAMD1	0.1	0.999973754074131	-0.2	0.999516510215591			0.1	0.996465604932035							0.1	0.999993864973088	-0.2	0.99993743598835	0.1	0.999991842764457
ENSG00000141867	BRD4	-0.1	0.999973754074131			-0.1	0.999975865166861			-0.1	0.999988430414761					0.1	0.999993864973088	-0.2	0.99993743598835		
ENSG00000141873	SLC39A3	-0.2	0.999973754074131	-0.3	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.1	0.999993864973088			0.2	0.999991842764457
ENSG00000141905	NFIC	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035	-0.2	0.999988430414761					0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141933	TPGS1	-0.1	0.999973754074131			-0.1	0.999975865166861	0.1	0.996465604932035			-0.1	0.999963861920391								
ENSG00000141934	PLPP2			-0.1	0.999516510215591			0.2	0.996465604932035	-0.2	0.999988430414761	-0.1	0.999963861920391	0.1	0.999999971785988	0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141956	PRDM15	-0.2	0.999973754074131	-0.1	0.999516510215591					-0.2	0.999988430414761	-0.1	0.999963861920391								
ENSG00000141959	PFKL	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.2	0.999988430414761					0.2	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141965	FEM1A			-0.2	0.999516510215591	-0.1	0.999975865166861									0.1	0.999993864973088	-0.2	0.99993743598835		
ENSG00000141968	VAV1			0.2	0.999516510215591	-0.1	0.999975865166861							0.1	0.999999971785988						
ENSG00000141971	MVB12A	-0.1	0.999973754074131	-0.2	0.999516510215591			0.3	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000141985	SH3GL1	-0.1	0.999973754074131	-0.2	0.999516510215591	-0.1	0.999975865166861	0.3	0.996465604932035	-0.1	0.999988430414761					0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000141994	DUS3L	-0.1	0.999973754074131	-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035					0.1	0.999999971785988					0.2	0.999991842764457
ENSG00000142002	DPP9			-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035	-0.1	0.999988430414761					0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000142039	CCDC97	-0.2	0.999973754074131					0.2	0.996465604932035	-0.1	0.999988430414761	-0.1	0.999963861920391			0.2	0.999993864973088				
ENSG00000142046	TMEM91	-0.1	0.999973754074131					0.1	0.996465604932035	0.1	0.999988430414761									0.1	0.999991842764457
ENSG00000142065	ZFP14			0.1	0.999516510215591	0.1	0.999975865166861							-0.1	0.999999971785988	-0.1	0.999993864973088			-0.1	0.999991842764457
ENSG00000142082	SIRT3	-0.2	0.999973754074131	-0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761	-0.1	0.999963861920391	-0.1	0.999999971785988	0.2	0.999993864973088			0.1	0.999991842764457
ENSG00000142089	IFITM3	-0.1	0.999973754074131	0.1	0.999516510215591			0.1	0.996465604932035	-0.2	0.999988430414761	-0.2	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835	-0.1	0.999991842764457
ENSG00000142102	PGGHG			-0.1	0.999516510215591	0.1	0.999975865166861	0.1	0.996465604932035	0.1	0.999988430414761	0.1	0.999963861920391	0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000142156	COL6A1			-0.1	0.999516510215591	-0.2	0.999975865166861	0.2	0.996465604932035			0.1	0.999963861920391			0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
ENSG00000142166	IFNAR1	0.1	0.999973754074131	0.1	0.999516510215591	0.1	0.999975865166861	-0.2	0.996465604932035					0.1	0.999999971785988					-0.1	0.999991842764457
ENSG00000142168	SOD1	-0.1	0.999973754074131					0.1	0.996465604932035			-0.1	0.999963861920391							0.1	0.999991842764457
ENSG00000142173	COL6A2			-0.2	0.999516510215591	-0.1	0.999975865166861	0.2	0.996465604932035			0.1	0.999963861920391			0.1	0.999993864973088	-0.1	0.99993743598835		
ENSG00000142186	SCYL1			-0.1	0.999516510215591	-0.1	0.999975865166861	0.1	0.996465604932035	-0.1	0.999988430414761			0.1	0.999999971785988	0.2	0.999993864973088	-0.1	0.99993743598835	0.1	0.999991842764457
